Assay Type,Target Name,pEC50,MW,LogP,H_Donors,H_Acceptors,TPSA,Ring_Count,Rotatable_Bonds
B,Dopamine D2 receptor,7.154901959985743,476.53700000000015,2.6707000000000005,3.0,9.0,118.69,5.0,8.0
B,Dopamine D2 receptor,7.337242168318426,476.53700000000015,2.6707000000000005,3.0,9.0,118.69,5.0,8.0
B,Dopamine D2 receptor,6.958607314841775,480.52500000000015,2.1600999999999995,3.0,10.0,124.16000000000001,5.0,8.0
B,Dopamine D2 receptor,6.769551078621726,467.5260000000003,2.6004000000000005,2.0,10.0,104.29000000000002,5.0,8.0
B,Dopamine D2 receptor,6.522878745280337,263.29699999999997,0.4749,2.0,5.0,65.03999999999999,3.0,1.0
B,Dopamine D2 receptor,6.886056647693163,291.351,1.2550999999999999,2.0,5.0,65.03999999999999,3.0,3.0
B,Dopamine D2 receptor,5.958607314841775,305.37800000000004,1.6452,2.0,5.0,65.03999999999999,3.0,3.0
B,Dopamine D2 receptor,7.136677139879544,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
A,Dopamine D2 receptor,6.0,465.5100000000002,2.1644999999999994,2.0,9.0,108.64000000000001,5.0,8.0
A,Dopamine D2 receptor,7.236572006437063,476.53700000000015,2.6707000000000005,3.0,9.0,118.69,5.0,8.0
A,Dopamine D2 receptor,7.259637310505756,476.53700000000015,2.6707000000000005,3.0,9.0,118.69,5.0,8.0
A,Dopamine D2 receptor,6.585026652029182,480.52500000000015,2.1600999999999995,3.0,10.0,124.16000000000001,5.0,8.0
A,Dopamine D2 receptor,6.0,480.52500000000015,2.1600999999999995,3.0,10.0,124.16000000000001,5.0,8.0
A,Dopamine D2 receptor,6.008773924307505,291.351,1.2550999999999999,2.0,5.0,65.03999999999999,3.0,3.0
A,Dopamine D2 receptor,6.443697499232712,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
A,Dopamine D2 receptor,6.481486060122113,260.3809999999999,2.845700000000001,1.0,2.0,32.34,2.0,7.0
F,Dopamine D2 receptor,6.120904120499927,417.80800000000005,5.083120000000006,0.0,3.0,15.71,3.0,6.0
F,Dopamine D2 receptor,7.896196279044043,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,8.522878745280337,404.55400000000014,4.556100000000004,2.0,3.0,52.57000000000001,3.0,9.0
F,Dopamine D2 receptor,8.119186407719209,803.046,6.682320000000009,3.0,11.0,147.39000000000001,6.0,20.0
F,Dopamine D2 receptor,8.481486060122112,930.277,8.564620000000007,3.0,12.0,150.63000000000002,6.0,28.0
F,Dopamine D2 receptor,8.259637310505756,958.331,9.344820000000002,3.0,12.0,150.63000000000002,6.0,30.0
F,Dopamine D2 receptor,8.744727494896694,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.721246399047171,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,9.00436480540245,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,6.823908740944319,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,6.819988880942282,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,4.98999702587294,267.328,2.8499000000000017,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,5.5300307905000405,348.24,3.6320000000000032,2.0,3.0,43.7,3.0,2.0
F,Dopamine D2 receptor,4.989999996723885,267.328,2.8499000000000017,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,5.529999886197673,348.24,3.6320000000000032,2.0,3.0,43.7,3.0,2.0
B,Dopamine D2 receptor,8.0,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
B,Dopamine D2 receptor,7.26003230324049,374.2780000000002,4.218400000000004,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.0,374.2780000000002,4.218400000000004,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.0,374.2780000000002,4.2184000000000035,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.0,374.2780000000002,4.2184000000000035,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.0,323.4360000000001,4.0183000000000035,0.0,3.0,21.700000000000003,4.0,3.0
B,Dopamine D2 receptor,6.209996479609511,323.4360000000001,4.0183000000000035,0.0,3.0,21.700000000000003,4.0,3.0
B,Dopamine D2 receptor,5.589999287456538,309.40900000000005,3.7643200000000023,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.899998417198648,430.29800000000023,4.051800000000003,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,6.219999701663429,385.8470000000002,3.942700000000002,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,5.740000204918113,365.4290000000002,3.5977200000000025,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,5.790000026071145,379.4560000000002,3.851700000000003,0.0,5.0,55.84,4.0,3.0
B,Dopamine D2 receptor,5.0,393.4830000000002,4.412700000000004,0.0,5.0,55.84,4.0,3.0
B,Dopamine D2 receptor,7.0,351.40200000000016,3.2893000000000017,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,7.0,279.339,3.1674000000000015,0.0,3.0,21.700000000000003,5.0,0.0
B,Dopamine D2 receptor,9.500038134403809,355.43400000000014,3.4041000000000023,0.0,5.0,40.160000000000004,4.0,6.0
B,Dopamine D2 receptor,8.929962133392245,295.382,3.630100000000003,2.0,3.0,43.7,4.0,2.0
B,Dopamine D2 receptor,8.199970640755867,379.4560000000002,4.069500000000003,0.0,5.0,55.839999999999996,4.0,4.0
B,Dopamine D2 receptor,6.299997602857746,307.3930000000001,3.947600000000003,0.0,3.0,21.700000000000003,5.0,2.0
B,Dopamine D2 receptor,7.995678626217358,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
B,Dopamine D2 receptor,7.256725476488066,374.2780000000002,4.218400000000004,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,6.212185432936977,323.4360000000001,4.0183000000000035,0.0,3.0,21.700000000000003,4.0,3.0
B,Dopamine D2 receptor,5.591590421531571,309.40900000000005,3.7643200000000023,0.0,3.0,21.700000000000003,4.0,2.0
B,Dopamine D2 receptor,5.850165303284215,430.29800000000023,4.051800000000003,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,6.218963061378868,385.8470000000002,3.942700000000002,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,5.741841806659206,365.4290000000002,3.5977200000000025,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,5.786216700664696,379.4560000000002,3.851700000000003,0.0,5.0,55.84,4.0,3.0
B,Dopamine D2 receptor,6.953895212753961,351.40200000000016,3.2893000000000017,0.0,5.0,55.84,4.0,2.0
B,Dopamine D2 receptor,6.991399828238082,279.339,3.1674000000000015,0.0,3.0,21.700000000000003,5.0,0.0
B,Dopamine D2 receptor,9.522878745280337,355.43400000000014,3.4041000000000023,0.0,5.0,40.160000000000004,4.0,6.0
B,Dopamine D2 receptor,8.928117992693874,295.382,3.630100000000003,2.0,3.0,43.7,4.0,2.0
B,Dopamine D2 receptor,8.197910742118268,379.4560000000002,4.069500000000003,0.0,5.0,55.839999999999996,4.0,4.0
B,Dopamine D2 receptor,6.2839966563652006,307.3930000000001,3.947600000000003,0.0,3.0,21.700000000000003,5.0,2.0
F,Dopamine D2 receptor,8.79997073344623,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,5.0,374.2780000000002,4.218400000000004,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.0,374.2780000000002,4.218400000000004,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.0,374.2780000000002,4.2184000000000035,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.0,374.2780000000002,4.2184000000000035,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.0,323.4360000000001,4.0183000000000035,0.0,3.0,21.700000000000003,4.0,3.0
F,Dopamine D2 receptor,5.0,323.4360000000001,4.0183000000000035,0.0,3.0,21.700000000000003,4.0,3.0
F,Dopamine D2 receptor,5.0,309.40900000000005,3.7643200000000023,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.0,430.29800000000023,4.051800000000003,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,5.0,385.8470000000002,3.942700000000002,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,6.2399999527072705,365.4290000000002,3.5977200000000025,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,5.450000476425332,379.4560000000002,3.851700000000003,0.0,5.0,55.84,4.0,3.0
F,Dopamine D2 receptor,5.0,393.4830000000002,4.412700000000004,0.0,5.0,55.84,4.0,3.0
F,Dopamine D2 receptor,5.0,457.52600000000024,4.9649000000000045,0.0,6.0,65.07000000000001,5.0,4.0
F,Dopamine D2 receptor,7.899974269892137,351.40200000000016,3.2893000000000017,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,5.0,279.339,3.1674000000000015,0.0,3.0,21.700000000000003,5.0,0.0
F,Dopamine D2 receptor,5.079999880484295,355.43400000000014,3.4041000000000023,0.0,5.0,40.160000000000004,4.0,6.0
F,Dopamine D2 receptor,5.700000503883016,295.38200000000006,3.4559000000000024,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.800000874803203,295.38200000000006,3.4559000000000024,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,10.400007822415901,295.382,3.630100000000003,2.0,3.0,43.7,4.0,2.0
F,Dopamine D2 receptor,9.430041181903405,379.4560000000002,4.069500000000003,0.0,5.0,55.839999999999996,4.0,4.0
F,Dopamine D2 receptor,8.110026361596004,307.3930000000001,3.947600000000003,0.0,3.0,21.700000000000003,5.0,2.0
F,Dopamine D2 receptor,8.79317412396815,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,6.236796699629228,365.4290000000002,3.5977200000000025,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,5.445389714773836,379.4560000000002,3.851700000000003,0.0,5.0,55.84,4.0,3.0
F,Dopamine D2 receptor,7.890759031411797,351.40200000000016,3.2893000000000017,0.0,5.0,55.84,4.0,2.0
F,Dopamine D2 receptor,5.084283662054006,355.43400000000014,3.4041000000000023,0.0,5.0,40.160000000000004,4.0,6.0
F,Dopamine D2 receptor,5.718285029972704,295.38200000000006,3.4559000000000024,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,5.825068406471558,295.38200000000006,3.4559000000000024,0.0,3.0,21.700000000000003,4.0,2.0
F,Dopamine D2 receptor,10.397940008672037,295.382,3.630100000000003,2.0,3.0,43.7,4.0,2.0
F,Dopamine D2 receptor,9.428291168191313,379.4560000000002,4.069500000000003,0.0,5.0,55.839999999999996,4.0,4.0
F,Dopamine D2 receptor,8.113509274827518,307.3930000000001,3.947600000000003,0.0,3.0,21.700000000000003,5.0,2.0
B,Dopamine D2 receptor,5.0,625.467,6.576200000000005,2.0,8.0,110.09,6.0,7.0
F,Dopamine D2 receptor,7.3979400086720375,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
B,Dopamine D2 receptor,6.812479279163537,417.51300000000026,2.877600000000001,3.0,4.0,85.92000000000002,5.0,7.0
B,Dopamine D2 receptor,9.148741651280925,418.54100000000005,4.033800000000003,2.0,4.0,60.6,5.0,7.0
F,Dopamine D2 receptor,9.008773924307505,418.54100000000005,4.033800000000003,2.0,4.0,60.6,5.0,7.0
B,Dopamine D2 receptor,8.537602002101044,446.59500000000025,4.3526200000000035,1.0,5.0,49.74,5.0,7.0
B,Dopamine D2 receptor,8.200659450546418,432.56800000000027,4.044200000000003,1.0,5.0,49.74,5.0,7.0
F,Dopamine D2 receptor,7.638272163982407,446.59500000000025,4.3526200000000035,1.0,5.0,49.74,5.0,7.0
B,Dopamine D2 receptor,8.397940008672037,448.39400000000006,4.859300000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,8.0,345.87000000000006,4.652300000000004,0.0,3.0,21.700000000000003,3.0,6.0
F,Dopamine D2 receptor,6.920818753952375,331.843,4.262200000000003,0.0,3.0,21.700000000000003,3.0,6.0
F,Dopamine D2 receptor,7.214670164989233,413.8670000000001,5.671100000000004,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,6.920818753952375,345.87000000000006,4.652300000000004,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,4.522878745280337,331.843,4.262200000000003,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,6.221848749616356,413.8670000000001,5.671100000000004,0.0,3.0,21.700000000000003,3.0,6.0
F,Dopamine D2 receptor,4.522878745280337,345.87000000000006,4.652300000000004,0.0,3.0,21.700000000000003,3.0,6.0
F,Dopamine D2 receptor,4.522878745280337,331.843,4.262200000000003,0.0,3.0,21.700000000000003,3.0,6.0
F,Dopamine D2 receptor,4.522878745280337,413.8670000000001,5.671100000000004,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,4.522878745280337,345.87000000000006,4.652300000000004,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,5.669586226650809,331.843,4.262200000000003,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,6.267606240177032,413.8670000000001,5.671100000000004,0.0,3.0,21.700000000000003,3.0,6.0
B,Dopamine D2 receptor,6.481486060122113,503.8680000000004,5.4592000000000045,0.0,4.0,24.94,6.0,4.0
A,Dopamine D2 receptor,6.117475462045119,310.40100000000007,2.1507199999999997,1.0,4.0,48.470000000000006,3.0,4.0
A,Dopamine D2 receptor,5.679438319804763,311.38900000000007,1.5457199999999998,1.0,5.0,61.36000000000001,3.0,4.0
A,Dopamine D2 receptor,7.300162274132754,323.44000000000005,3.598220000000002,1.0,3.0,45.230000000000004,3.0,5.0
A,Dopamine D2 receptor,6.812479279163537,324.42800000000005,2.540820000000001,1.0,4.0,48.470000000000006,3.0,5.0
A,Dopamine D2 receptor,5.795880017344075,324.42800000000005,2.4047,1.0,4.0,48.470000000000006,3.0,5.0
A,Dopamine D2 receptor,5.706637445288554,297.362,1.2372999999999994,1.0,5.0,61.36000000000001,3.0,4.0
A,Dopamine D2 receptor,4.58211330964912,310.40100000000007,2.1507199999999997,1.0,4.0,48.470000000000006,3.0,4.0
A,Dopamine D2 receptor,5.079824477989977,311.38900000000007,1.5457199999999998,1.0,5.0,61.36000000000001,3.0,4.0
A,Dopamine D2 receptor,5.605548319173784,323.44000000000005,3.598220000000002,1.0,3.0,45.230000000000004,3.0,5.0
A,Dopamine D2 receptor,5.837137006678074,324.42800000000005,2.540820000000001,1.0,4.0,48.470000000000006,3.0,5.0
A,Dopamine D2 receptor,5.410385459368734,324.42800000000005,2.4047,1.0,4.0,48.470000000000006,3.0,5.0
A,Dopamine D2 receptor,4.314231398652334,297.362,1.2372999999999994,1.0,5.0,61.36000000000001,3.0,4.0
F,Dopamine D2 receptor,9.397940008672037,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,7.853871964321762,456.4580000000002,5.589000000000006,1.0,4.0,44.81,3.0,5.0
F,Dopamine D2 receptor,9.154901959985743,356.34100000000024,4.023000000000002,1.0,3.0,32.5,3.0,4.0
F,Dopamine D2 receptor,8.522878745280337,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,8.154901959985743,387.35500000000013,3.5569000000000024,1.0,3.0,38.82000000000001,2.0,7.0
F,Dopamine D2 receptor,7.920818753952375,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.327902142064283,357.5420000000001,4.0450000000000035,1.0,2.0,35.580000000000005,3.0,6.0
F,Dopamine D2 receptor,7.1487416512809245,385.5960000000002,4.8220000000000045,1.0,2.0,35.580000000000005,3.0,6.0
F,Dopamine D2 receptor,7.853871964321762,355.52600000000024,3.799000000000003,1.0,2.0,35.580000000000005,4.0,4.0
F,Dopamine D2 receptor,7.481486060122112,358.52600000000007,4.518300000000004,1.0,3.0,41.57,3.0,4.0
F,Dopamine D2 receptor,7.130768280269024,344.4990000000001,4.128200000000004,1.0,3.0,41.57,3.0,5.0
F,Dopamine D2 receptor,6.841637507904751,330.4720000000001,3.7397000000000027,1.0,3.0,41.57,3.0,5.0
F,Dopamine D2 receptor,8.096910013008056,362.5170000000001,4.423600000000004,1.0,2.0,32.34,4.0,5.0
F,Dopamine D2 receptor,6.87942606879415,314.47300000000007,3.5198000000000027,1.0,2.0,32.34,3.0,5.0
F,Dopamine D2 receptor,7.267606240177032,300.44600000000014,3.1297000000000015,1.0,2.0,32.34,3.0,4.0
F,Dopamine D2 receptor,6.586700235918748,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.522878745280337,398.37800000000016,4.571600000000004,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.0,373.4970000000002,2.993500000000001,1.0,4.0,54.040000000000006,4.0,4.0
F,Dopamine D2 receptor,8.522878745280337,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.301029995663981,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.096910013008056,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.958607314841775,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.173925197299173,343.5150000000002,3.5732200000000027,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,6.889410289700751,408.3840000000001,4.027300000000003,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.568636235841013,347.4780000000001,3.403900000000002,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.0655015487564325,397.4850000000001,4.2836000000000025,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.721246399047171,359.5140000000002,3.2734000000000023,1.0,3.0,44.81,3.0,5.0
A,Dopamine D2 receptor,9.221848749616356,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
A,Dopamine D2 receptor,8.045757490560675,456.4580000000002,5.589000000000006,1.0,4.0,44.81,3.0,5.0
A,Dopamine D2 receptor,8.698970004336019,356.34100000000024,4.023000000000002,1.0,3.0,32.5,3.0,4.0
A,Dopamine D2 receptor,7.920818753952375,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
A,Dopamine D2 receptor,8.0,387.35500000000013,3.5569000000000024,1.0,3.0,38.82000000000001,2.0,7.0
A,Dopamine D2 receptor,7.161150909262744,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,8.568636235841012,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
A,Dopamine D2 receptor,6.505845405981558,357.5420000000001,4.0450000000000035,1.0,2.0,35.580000000000005,3.0,6.0
A,Dopamine D2 receptor,6.73754891026957,385.5960000000002,4.8220000000000045,1.0,2.0,35.580000000000005,3.0,6.0
A,Dopamine D2 receptor,7.055517327849832,355.52600000000024,3.799000000000003,1.0,2.0,35.580000000000005,4.0,4.0
A,Dopamine D2 receptor,6.709965388637482,358.52600000000007,4.518300000000004,1.0,3.0,41.57,3.0,4.0
A,Dopamine D2 receptor,6.623423042943488,344.4990000000001,4.128200000000004,1.0,3.0,41.57,3.0,5.0
A,Dopamine D2 receptor,6.196542884351586,330.4720000000001,3.7397000000000027,1.0,3.0,41.57,3.0,5.0
A,Dopamine D2 receptor,7.187086643357144,362.5170000000001,4.423600000000004,1.0,2.0,32.34,4.0,5.0
A,Dopamine D2 receptor,6.0,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,8.698970004336019,398.37800000000016,4.571600000000004,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.585026652029182,373.4970000000002,2.993500000000001,1.0,4.0,54.040000000000006,4.0,4.0
A,Dopamine D2 receptor,8.397940008672037,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.769551078621726,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,8.301029995663981,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.3979400086720375,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.221848749616356,347.4780000000001,3.403900000000002,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,6.694648630553377,397.4850000000001,4.2836000000000025,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.267606240177032,359.5140000000002,3.2734000000000023,1.0,3.0,44.81,3.0,5.0
A,Dopamine D2 receptor,6.939302159646388,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
B,Dopamine D2 receptor,8.619788758288394,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
B,Dopamine D2 receptor,9.397940008672037,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,9.349984047528162,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,7.840132152907433,456.4580000000002,5.589000000000006,1.0,4.0,44.81,3.0,5.0
F,Dopamine D2 receptor,9.18996921359416,356.34100000000024,4.023000000000002,1.0,3.0,32.5,3.0,4.0
F,Dopamine D2 receptor,8.489991487059765,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,8.169989064063882,387.35500000000013,3.5569000000000024,1.0,3.0,38.82000000000001,2.0,7.0
F,Dopamine D2 receptor,7.92009553233328,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.739928612014925,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.3300326300914955,357.5420000000001,4.0450000000000035,1.0,2.0,35.580000000000005,3.0,6.0
F,Dopamine D2 receptor,7.15002808767115,385.5960000000002,4.8220000000000045,1.0,2.0,35.580000000000005,3.0,6.0
F,Dopamine D2 receptor,7.840132152907433,355.52600000000024,3.799000000000003,1.0,2.0,35.580000000000005,4.0,4.0
F,Dopamine D2 receptor,7.4800408192479315,358.52600000000007,4.518300000000004,1.0,3.0,41.57,3.0,4.0
F,Dopamine D2 receptor,7.130005999878258,344.4990000000001,4.128200000000004,1.0,3.0,41.57,3.0,5.0
F,Dopamine D2 receptor,6.840011949618013,330.4720000000001,3.7397000000000027,1.0,3.0,41.57,3.0,5.0
F,Dopamine D2 receptor,8.119987161633228,362.5170000000001,4.423600000000004,1.0,2.0,32.34,4.0,5.0
F,Dopamine D2 receptor,6.879985747921933,314.47300000000007,3.5198000000000027,1.0,2.0,32.34,3.0,5.0
F,Dopamine D2 receptor,7.26003230324049,300.44600000000014,3.1297000000000015,1.0,2.0,32.34,3.0,4.0
F,Dopamine D2 receptor,6.589999287456538,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.580044251510243,398.37800000000016,4.571600000000004,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.010016541698601,373.4970000000002,2.993500000000001,1.0,4.0,54.040000000000006,4.0,4.0
F,Dopamine D2 receptor,8.550059011226661,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.260032303240491,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,8.100015437450608,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.969805214643249,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.169989064063882,343.5150000000002,3.5732200000000027,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,6.890016705180107,408.3840000000001,4.027300000000003,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.5699249444480605,347.4780000000001,3.403900000000002,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.070019409484486,397.4850000000001,4.2836000000000025,1.0,2.0,35.580000000000005,3.0,4.0
F,Dopamine D2 receptor,7.709965388637482,359.5140000000002,3.2734000000000023,1.0,3.0,44.81,3.0,5.0
A,Dopamine D2 receptor,9.199970640755865,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
A,Dopamine D2 receptor,8.040005161671584,456.4580000000002,5.589000000000006,1.0,4.0,44.81,3.0,5.0
A,Dopamine D2 receptor,8.709965388637482,356.34100000000024,4.023000000000002,1.0,3.0,32.5,3.0,4.0
A,Dopamine D2 receptor,7.9299621333922445,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
A,Dopamine D2 receptor,7.980053318321158,387.35500000000013,3.5569000000000024,1.0,3.0,38.82000000000001,2.0,7.0
A,Dopamine D2 receptor,7.160019442321658,329.4880000000001,3.264800000000001,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,8.569924944448061,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
A,Dopamine D2 receptor,6.509999358109048,357.5420000000001,4.0450000000000035,1.0,2.0,35.580000000000005,3.0,6.0
A,Dopamine D2 receptor,6.740000204918113,385.5960000000002,4.8220000000000045,1.0,2.0,35.580000000000005,3.0,6.0
A,Dopamine D2 receptor,7.0499760934766735,355.52600000000024,3.799000000000003,1.0,2.0,35.580000000000005,4.0,4.0
A,Dopamine D2 receptor,6.710009933945681,358.52600000000007,4.518300000000004,1.0,3.0,41.57,3.0,4.0
A,Dopamine D2 receptor,6.620005959834258,344.4990000000001,4.128200000000004,1.0,3.0,41.57,3.0,5.0
A,Dopamine D2 receptor,6.199998172182031,330.4720000000001,3.7397000000000027,1.0,3.0,41.57,3.0,5.0
A,Dopamine D2 receptor,7.189969213594161,362.5170000000001,4.423600000000004,1.0,2.0,32.34,4.0,5.0
A,Dopamine D2 receptor,8.61996975203217,398.37800000000016,4.571600000000004,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.590066876668706,373.4970000000002,2.993500000000001,1.0,4.0,54.040000000000006,4.0,4.0
A,Dopamine D2 receptor,8.389978975335854,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.779891911959945,363.9330000000001,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,8.320027305722581,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
A,Dopamine D2 receptor,7.389978975335855,363.93300000000016,3.9182000000000023,1.0,2.0,35.580000000000005,3.0,4.0
