Assay Type,Target Name,pEC50,MW,LogP,H_Donors,H_Acceptors,TPSA,Ring_Count,Rotatable_Bonds
F,Dopamine D2 receptor,8.698970004336019,462.4210000000001,5.249400000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,8.602059991327963,409.53000000000014,3.5611000000000024,1.0,5.0,54.04,4.0,8.0
F,Dopamine D2 receptor,8.602059991327963,460.40500000000014,5.206200000000004,1.0,4.0,48.57,4.0,7.0
F,Dopamine D2 receptor,8.795880017344075,463.4090000000001,4.644400000000004,1.0,5.0,57.7,4.0,7.0
F,Dopamine D2 receptor,8.200659450546418,448.3940000000002,4.260500000000004,1.0,4.0,44.81,4.0,6.0
F,Dopamine D2 receptor,7.698970004336019,434.36700000000013,3.8704000000000027,1.0,4.0,44.81,4.0,6.0
F,Dopamine D2 receptor,6.698970004336019,405.32900000000006,4.460800000000003,1.0,4.0,44.39,4.0,6.0
F,Dopamine D2 receptor,7.698970004336019,434.36700000000013,5.201600000000004,2.0,3.0,61.120000000000005,4.0,7.0
F,Dopamine D2 receptor,7.6020599913279625,450.43500000000006,5.9744000000000055,0.0,5.0,28.6,4.0,7.0
F,Dopamine D2 receptor,7.200659450546418,436.40800000000013,5.584300000000005,0.0,5.0,28.6,4.0,6.0
F,Dopamine D2 receptor,6.899629454882437,422.3810000000001,5.194200000000004,0.0,5.0,28.6,4.0,6.0
F,Dopamine D2 receptor,7.301029995663981,421.39300000000014,6.251600000000005,0.0,4.0,25.36,4.0,6.0
F,Dopamine D2 receptor,7.102372908709558,435.4200000000001,6.6417000000000055,0.0,4.0,25.36,4.0,7.0
F,Dopamine D2 receptor,8.494850021680094,449.38200000000006,4.254300000000003,1.0,5.0,57.7,4.0,7.0
F,Dopamine D2 receptor,8.200659450546418,446.37800000000016,5.228400000000005,1.0,5.0,48.830000000000005,4.0,7.0
F,Dopamine D2 receptor,5.8996294548824375,460.40500000000014,4.605400000000004,1.0,4.0,44.81,5.0,6.0
F,Dopamine D2 receptor,7.102372908709558,434.36700000000013,4.469200000000003,1.0,4.0,44.81,4.0,6.0
F,Dopamine D2 receptor,8.698970004336019,447.4060000000001,5.916700000000005,1.0,3.0,41.57,4.0,7.0
F,Dopamine D2 receptor,8.301029995663981,407.5580000000003,4.169340000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,7.301029995663981,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,8.0,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,8.602059991327963,447.50100000000003,4.571300000000004,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,8.494850021680094,393.5310000000002,3.860920000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.096910013008056,404.5140000000002,3.4241800000000016,1.0,5.0,68.6,4.0,7.0
F,Dopamine D2 receptor,8.698970004336019,413.949,4.205900000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.096910013008056,397.494,3.691600000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.397940008672037,379.504,3.552500000000002,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,8.698970004336019,437.58400000000023,4.339700000000003,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,9.096910013008056,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,8.397940008672037,448.39400000000006,4.859300000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,6.801342913045577,446.37800000000016,5.228400000000005,1.0,5.0,48.830000000000005,4.0,7.0
F,Dopamine D2 receptor,6.600326278518962,434.36700000000013,4.469200000000003,1.0,4.0,44.81,4.0,6.0
F,Dopamine D2 receptor,6.440093374963888,447.4060000000001,5.916700000000005,1.0,3.0,41.57,4.0,7.0
F,Dopamine D2 receptor,6.698970004336019,407.5580000000003,4.169340000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,6.600326278518962,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,6.801342913045577,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,7.6020599913279625,447.50100000000003,4.571300000000004,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,7.795880017344075,393.5310000000002,3.860920000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,8.301029995663981,404.5140000000002,3.4241800000000016,1.0,5.0,68.6,4.0,7.0
F,Dopamine D2 receptor,8.102372908709558,413.949,4.205900000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.522878745280337,397.494,3.691600000000003,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.096910013008056,379.504,3.552500000000002,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,7.6020599913279625,437.58400000000023,4.339700000000003,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,8.102372908709558,423.5570000000002,3.9512000000000027,1.0,5.0,54.04,4.0,9.0
F,Dopamine D2 receptor,9.0,448.39400000000006,4.859300000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,9.221848749616356,409.53000000000014,3.5611000000000024,1.0,5.0,54.04,4.0,8.0
F,Dopamine D2 receptor,7.721246399047171,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.187086643357144,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,5.0,325.49600000000004,5.059700000000006,1.0,2.0,23.47,2.0,11.0
F,Dopamine D2 receptor,5.0,309.45300000000015,4.279500000000004,1.0,2.0,23.47,3.0,8.0
F,Dopamine D2 receptor,6.7423214251308154,295.4260000000001,3.889400000000003,1.0,2.0,23.47,3.0,8.0
F,Dopamine D2 receptor,7.4089353929735005,283.41499999999996,3.889400000000003,1.0,2.0,23.47,2.0,8.0
F,Dopamine D2 receptor,9.356547323513812,548.8560000000002,8.057400000000012,2.0,4.0,46.94,4.0,17.0
F,Dopamine D2 receptor,8.769551078621726,534.8290000000002,7.6673000000000116,2.0,4.0,46.94,4.0,16.0
F,Dopamine D2 receptor,7.3872161432802645,247.38199999999998,3.371500000000002,1.0,2.0,23.47,2.0,5.0
F,Dopamine D2 receptor,6.619788758288394,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
B,Dopamine D2 receptor,8.853871964321762,439.6040000000002,2.6481000000000003,1.0,5.0,60.82000000000001,4.0,6.0
B,Dopamine D2 receptor,8.173925197299173,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,6.747146969020107,392.59100000000024,3.660300000000002,1.0,4.0,35.74,4.0,7.0
F,Dopamine D2 receptor,6.943095148663527,466.6550000000003,3.233900000000001,2.0,6.0,81.49,5.0,7.0
F,Dopamine D2 receptor,7.119186407719209,459.97300000000024,5.7213000000000065,3.0,4.0,63.93000000000001,6.0,2.0
F,Dopamine D2 receptor,6.7594507517174005,473.44400000000013,5.350300000000007,2.0,4.0,46.940000000000005,5.0,3.0
F,Dopamine D2 receptor,8.568636235841012,409.9130000000002,4.568100000000006,3.0,4.0,63.93000000000001,5.0,2.0
F,Dopamine D2 receptor,8.468521082957745,333.815,2.7640000000000025,3.0,4.0,63.93000000000001,4.0,1.0
F,Dopamine D2 receptor,7.309803919971486,393.91400000000004,4.862500000000006,2.0,3.0,43.7,5.0,2.0
F,Dopamine D2 receptor,8.292429823902063,317.8160000000001,3.580120000000003,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,9.221848749616356,343.92,3.123600000000002,1.0,4.0,32.7,3.0,4.0
F,Dopamine D2 receptor,8.455931955649724,361.8730000000001,2.8889000000000014,1.0,5.0,50.52,4.0,4.0
F,Dopamine D2 receptor,8.67778070526608,398.3340000000001,3.310700000000003,1.0,5.0,50.52,4.0,4.0
F,Dopamine D2 receptor,9.301029995663981,328.41600000000005,1.6304999999999996,1.0,6.0,63.41000000000001,4.0,4.0
F,Dopamine D2 receptor,8.769551078621726,328.41600000000005,1.6304999999999996,1.0,6.0,63.41000000000001,4.0,4.0
F,Dopamine D2 receptor,7.481486060122112,403.52600000000024,3.9025000000000034,1.0,5.0,50.52,5.0,5.0
F,Dopamine D2 receptor,7.886056647693163,403.52600000000024,3.9025000000000034,1.0,5.0,50.52,5.0,5.0
F,Dopamine D2 receptor,9.0,327.42800000000005,2.2355,1.0,5.0,50.52,4.0,4.0
F,Dopamine D2 receptor,8.823908740944319,327.42800000000005,2.2355,1.0,5.0,50.52,4.0,4.0
F,Dopamine D2 receptor,5.853871964321762,295.81,2.3920000000000003,1.0,3.0,32.7,4.0,2.0
F,Dopamine D2 receptor,7.7447274948966935,295.81,2.3920000000000003,1.0,3.0,32.7,4.0,2.0
F,Dopamine D2 receptor,8.958607314841775,281.78299999999996,2.1680000000000006,1.0,3.0,32.7,3.0,2.0
F,Dopamine D2 receptor,9.853871964321762,283.7989999999999,2.392000000000001,1.0,3.0,32.7,3.0,2.0
F,Dopamine D2 receptor,9.096910013008056,269.772,2.0019000000000005,1.0,3.0,32.7,3.0,1.0
F,Dopamine D2 receptor,8.397940008672037,255.745,1.6118,1.0,3.0,32.7,3.0,0.0
F,Dopamine D2 receptor,9.769551078621726,359.38800000000003,3.6147000000000027,2.0,3.0,60.769999999999996,3.0,2.0
F,Dopamine D2 receptor,7.6020599913279625,298.22400000000005,2.7791000000000006,1.0,2.0,23.47,3.0,0.0
F,Dopamine D2 receptor,9.154901959985743,315.482,4.265700000000003,1.0,3.0,23.47,3.0,6.0
F,Dopamine D2 receptor,7.443697499232712,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,9.79997073344623,519.5700000000004,2.0015,4.0,8.0,131.79999999999998,4.0,9.0
F,Dopamine D2 receptor,9.400007822415901,449.4750000000003,3.1597000000000017,4.0,6.0,125.32000000000001,3.0,9.0
F,Dopamine D2 receptor,8.79997073344623,583.4229999999999,2.2577999999999996,4.0,7.0,122.57,4.0,6.0
F,Dopamine D2 receptor,10.500038134403809,485.2740000000001,2.6358000000000006,4.0,5.0,116.09,3.0,4.0
F,Dopamine D2 receptor,9.199970640755865,485.2740000000001,2.6358000000000006,4.0,5.0,116.09,3.0,4.0
F,Dopamine D2 receptor,10.299988937677888,353.4150000000001,2.4112999999999998,4.0,5.0,116.08999999999999,2.0,7.0
F,Dopamine D2 receptor,10.700057099977233,359.3780000000001,2.0311999999999997,4.0,5.0,116.09,3.0,4.0
F,Dopamine D2 receptor,9.199970640755865,189.642,1.0208,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,7.434152181326482,505.73200000000037,4.792400000000004,1.0,7.0,57.86,5.0,9.0
F,Dopamine D2 receptor,7.798602875679548,491.7050000000003,4.489400000000003,2.0,7.0,68.86,5.0,8.0
F,Dopamine D2 receptor,6.661543506395395,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
B,Dopamine D2 receptor,6.605548319173784,955.3379999999997,12.094199999999987,4.0,8.0,123.60000000000001,8.0,29.0
B,Dopamine D2 receptor,6.414539270491499,927.2839999999999,11.313999999999991,4.0,8.0,123.60000000000001,8.0,27.0
B,Dopamine D2 receptor,6.649751981665837,871.1759999999999,9.753599999999999,4.0,8.0,123.60000000000001,8.0,23.0
B,Dopamine D2 receptor,6.958607314841775,843.122,8.973400000000003,4.0,8.0,123.60000000000001,8.0,21.0
B,Dopamine D2 receptor,7.102372908709558,815.0680000000001,8.193200000000008,4.0,8.0,123.60000000000001,8.0,19.0
B,Dopamine D2 receptor,6.377785977033705,787.0140000000001,7.41300000000001,4.0,8.0,123.60000000000001,8.0,17.0
B,Dopamine D2 receptor,6.826813731587726,758.96,6.6328000000000085,4.0,8.0,123.60000000000001,8.0,15.0
B,Dopamine D2 receptor,6.402304814074488,730.9060000000001,5.852600000000007,4.0,8.0,123.60000000000001,8.0,13.0
B,Dopamine D2 receptor,6.575118363368933,537.7010000000004,5.114500000000006,3.0,6.0,100.13000000000001,4.0,11.0
B,Dopamine D2 receptor,6.87942606879415,366.46100000000024,3.0493000000000015,2.0,4.0,61.800000000000004,4.0,5.0
B,Dopamine D2 receptor,8.0,324.42400000000004,2.8719000000000006,2.0,4.0,58.72,4.0,4.0
B,Dopamine D2 receptor,8.769551078621726,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
F,Dopamine D2 receptor,8.700057099977233,464.6090000000002,2.9038000000000013,3.0,8.0,108.75000000000001,3.0,13.0
F,Dopamine D2 receptor,5.790000026071145,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,6.799998134593398,448.39400000000006,4.859300000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,6.950007143079858,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,6.749994971513104,419.3560000000001,4.6223000000000045,0.0,5.0,33.010000000000005,4.0,7.0
F,Dopamine D2 receptor,5.889999848866887,419.3560000000001,4.622300000000004,0.0,5.0,33.010000000000005,4.0,7.0
F,Dopamine D2 receptor,6.359995853468939,491.4190000000001,4.799000000000005,0.0,7.0,59.31,4.0,9.0
F,Dopamine D2 receptor,6.270001452716577,449.3820000000002,4.114600000000003,1.0,6.0,53.24000000000001,4.0,8.0
F,Dopamine D2 receptor,6.190002844637807,447.36600000000016,4.434800000000004,0.0,6.0,50.08000000000001,4.0,8.0
F,Dopamine D2 receptor,6.470005326930858,447.36600000000016,4.4348000000000045,0.0,6.0,50.08000000000001,4.0,8.0
F,Dopamine D2 receptor,6.560004526046192,462.38100000000014,4.430400000000004,1.0,7.0,65.60000000000001,4.0,8.0
F,Dopamine D2 receptor,6.630005338391572,462.38100000000014,4.430400000000004,1.0,7.0,65.60000000000001,4.0,8.0
F,Dopamine D2 receptor,6.959991363986458,444.36600000000016,4.493980000000004,0.0,6.0,56.80000000000001,4.0,7.0
F,Dopamine D2 receptor,7.010016541698601,444.3660000000001,4.493980000000004,0.0,6.0,56.8,4.0,7.0
F,Dopamine D2 receptor,6.329995488683631,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
F,Dopamine D2 receptor,5.795880017344075,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,6.795880017344075,448.39400000000006,4.859300000000005,1.0,4.0,44.81,4.0,7.0
F,Dopamine D2 receptor,6.958607314841775,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
F,Dopamine D2 receptor,6.7447274948966935,419.3560000000001,4.6223000000000045,0.0,5.0,33.010000000000005,4.0,7.0
F,Dopamine D2 receptor,5.886056647693163,419.3560000000001,4.622300000000004,0.0,5.0,33.010000000000005,4.0,7.0
F,Dopamine D2 receptor,6.356547323513812,491.4190000000001,4.799000000000005,0.0,7.0,59.31,4.0,9.0
F,Dopamine D2 receptor,6.267606240177032,449.3820000000002,4.114600000000003,1.0,6.0,53.24000000000001,4.0,8.0
F,Dopamine D2 receptor,6.187086643357144,447.36600000000016,4.434800000000004,0.0,6.0,50.08000000000001,4.0,8.0
F,Dopamine D2 receptor,6.468521082957745,447.36600000000016,4.4348000000000045,0.0,6.0,50.08000000000001,4.0,8.0
F,Dopamine D2 receptor,6.568636235841013,462.38100000000014,4.430400000000004,1.0,7.0,65.60000000000001,4.0,8.0
F,Dopamine D2 receptor,6.619788758288394,462.38100000000014,4.430400000000004,1.0,7.0,65.60000000000001,4.0,8.0
F,Dopamine D2 receptor,6.958607314841775,444.36600000000016,4.493980000000004,0.0,6.0,56.80000000000001,4.0,7.0
F,Dopamine D2 receptor,7.008773924307505,444.3660000000001,4.493980000000004,0.0,6.0,56.8,4.0,7.0
F,Dopamine D2 receptor,6.327902142064283,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
B,Dopamine D2 receptor,8.460046158343603,427.4200000000002,4.335500000000003,1.0,3.0,38.82000000000001,3.0,5.0
B,Dopamine D2 receptor,9.4089353929735,349.47500000000014,2.732000000000001,1.0,5.0,54.040000000000006,2.0,6.0
B,Dopamine D2 receptor,9.221848749616356,363.5020000000001,3.1221000000000023,1.0,5.0,54.040000000000006,2.0,7.0
B,Dopamine D2 receptor,8.844663962534938,377.52900000000017,3.5122000000000027,1.0,5.0,54.040000000000006,2.0,8.0
B,Dopamine D2 receptor,8.570247719997592,532.1100000000001,4.579820000000003,2.0,8.0,92.95,4.0,10.0
B,Dopamine D2 receptor,8.260427655549908,549.5680000000002,6.672120000000007,2.0,6.0,80.48,4.0,10.0
B,Dopamine D2 receptor,9.410050398674292,349.47500000000014,2.732000000000001,1.0,5.0,54.040000000000006,2.0,6.0
B,Dopamine D2 receptor,9.219970872662662,363.5020000000001,3.1221000000000023,1.0,5.0,54.040000000000006,2.0,7.0
B,Dopamine D2 receptor,8.840132152907433,377.52900000000017,3.5122000000000027,1.0,5.0,54.040000000000006,2.0,8.0
B,Dopamine D2 receptor,8.569924944448061,532.1100000000001,4.579820000000003,2.0,8.0,92.95,4.0,10.0
B,Dopamine D2 receptor,8.260032303240491,549.5680000000002,6.672120000000007,2.0,6.0,80.48,4.0,10.0
B,Dopamine D2 receptor,7.057495893831919,570.9740000000003,5.878020000000006,2.0,7.0,83.72,4.0,9.0
F,Dopamine D2 receptor,9.522878745280337,520.5300000000003,5.524440000000005,2.0,6.0,74.49000000000001,4.0,8.0
B,Dopamine D2 receptor,7.87942606879415,520.5300000000003,5.524440000000005,2.0,6.0,74.49000000000001,4.0,8.0
F,Dopamine D2 receptor,5.0,400.5000000000001,3.0561000000000016,4.0,6.0,94.58000000000001,4.0,7.0
F,Dopamine D2 receptor,5.0,392.49900000000014,3.148900000000001,4.0,4.0,85.35,4.0,6.0
F,Dopamine D2 receptor,6.167491087293763,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.346787486224656,246.35799999999998,1.648,1.0,4.0,55.040000000000006,3.0,2.0
F,Dopamine D2 receptor,4.0,573.5360000000004,2.2441999999999993,3.0,11.0,168.01,6.0,5.0
F,Dopamine D2 receptor,4.0,445.4870000000002,1.2207999999999988,2.0,10.0,130.71,6.0,5.0
F,Dopamine D2 receptor,4.0,373.37500000000006,1.6522999999999997,3.0,4.0,81.67,3.0,3.0
F,Dopamine D2 receptor,4.0,245.32600000000002,0.6289000000000001,2.0,3.0,44.370000000000005,3.0,3.0
F,Dopamine D2 receptor,4.0,359.47000000000014,2.666500000000001,1.0,4.0,61.88,3.0,3.0
F,Dopamine D2 receptor,4.0,345.44300000000015,2.2764000000000006,1.0,4.0,61.88,3.0,3.0
F,Dopamine D2 receptor,4.0,459.5140000000002,1.975099999999999,3.0,10.0,139.5,6.0,6.0
F,Dopamine D2 receptor,4.0,259.353,1.146799999999999,2.0,3.0,58.36,3.0,3.0
F,Dopamine D2 receptor,4.0,359.47000000000014,2.7128000000000005,2.0,4.0,70.67,3.0,4.0
F,Dopamine D2 receptor,7.42021640338319,517.6380000000004,3.783100000000003,3.0,10.0,139.5,5.0,14.0
F,Dopamine D2 receptor,7.055517327849832,475.5570000000003,2.612800000000001,3.0,10.0,139.5,5.0,11.0
F,Dopamine D2 receptor,6.410050398674292,447.50300000000027,1.8325999999999993,3.0,10.0,139.5,5.0,9.0
F,Dopamine D2 receptor,4.0,418.4610000000001,2.3152,2.0,9.0,127.47,5.0,7.0
F,Dopamine D2 receptor,6.507239610973162,820.9159999999996,3.7821000000000033,5.0,18.0,249.2,8.0,18.0
F,Dopamine D2 receptor,4.0,535.9560000000002,2.4834000000000005,2.0,14.0,167.53,6.0,8.0
F,Dopamine D2 receptor,4.0,634.7820000000003,5.365300000000004,3.0,12.0,171.78999999999996,4.0,22.0
F,Dopamine D2 receptor,5.855114581712858,992.1579999999998,7.7812000000000054,6.0,14.0,244.22999999999996,6.0,31.0
F,Dopamine D2 receptor,6.300162274132754,822.0279999999998,5.587500000000003,5.0,13.0,206.92999999999998,6.0,27.0
F,Dopamine D2 receptor,6.105130343254747,765.9199999999998,4.027100000000004,5.0,13.0,206.92999999999998,6.0,23.0
F,Dopamine D2 receptor,6.690369832574102,794.8360000000001,4.764000000000001,5.0,13.0,215.13,6.0,19.0
F,Dopamine D2 receptor,6.8297382846050425,652.76,3.350500000000001,4.0,12.0,177.83,6.0,17.0
F,Dopamine D2 receptor,6.943095148663527,572.8350000000003,6.367700000000006,3.0,5.0,99.77000000000001,2.0,21.0
F,Dopamine D2 receptor,6.315154638355588,708.824,4.047400000000001,4.0,13.0,194.89999999999995,6.0,19.0
F,Dopamine D2 receptor,4.0,337.343,1.7216999999999998,3.0,9.0,127.39,4.0,5.0
F,Dopamine D2 receptor,7.349984047528161,246.35799999999998,1.648,1.0,4.0,55.040000000000006,3.0,2.0
F,Dopamine D2 receptor,7.430041181903406,517.6380000000004,3.783100000000003,3.0,10.0,139.5,5.0,14.0
F,Dopamine D2 receptor,7.059981844992337,475.5570000000003,2.612800000000001,3.0,10.0,139.5,5.0,11.0
F,Dopamine D2 receptor,6.409994580348671,447.50300000000027,1.8325999999999993,3.0,10.0,139.5,5.0,9.0
F,Dopamine D2 receptor,6.509999358109048,820.9159999999996,3.7821000000000033,5.0,18.0,249.2,8.0,18.0
F,Dopamine D2 receptor,5.860001341725206,992.1579999999998,7.7812000000000054,6.0,14.0,244.22999999999996,6.0,31.0
F,Dopamine D2 receptor,6.299997602857746,822.0279999999998,5.587500000000003,5.0,13.0,206.92999999999998,6.0,27.0
F,Dopamine D2 receptor,6.109998386815364,765.9199999999998,4.027100000000004,5.0,13.0,206.92999999999998,6.0,23.0
F,Dopamine D2 receptor,6.69000807121882,794.8360000000001,4.764000000000001,5.0,13.0,215.13,6.0,19.0
F,Dopamine D2 receptor,6.83000246293343,652.76,3.350500000000001,4.0,12.0,177.83,6.0,17.0
F,Dopamine D2 receptor,6.950007143079858,572.8350000000003,6.367700000000006,3.0,5.0,99.77000000000001,2.0,21.0
F,Dopamine D2 receptor,6.32000008377078,708.824,4.047400000000001,4.0,13.0,194.89999999999995,6.0,19.0
F,Dopamine D2 receptor,6.519993057042849,260.3809999999999,2.845700000000001,1.0,2.0,32.34,2.0,7.0
F,Dopamine D2 receptor,7.267606240177032,518.6390000000001,3.5683000000000025,1.0,7.0,97.87,5.0,9.0
F,Dopamine D2 receptor,6.3979400086720375,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,6.886056647693163,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,6.958607314841775,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,6.3872161432802645,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,6.008773924307505,632.8060000000004,5.110200000000006,3.0,9.0,134.60000000000002,4.0,20.0
F,Dopamine D2 receptor,6.080921907623926,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,8.67778070526608,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,5.638272163982407,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,5.619788758288394,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,5.886056647693163,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,6.180456064458132,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,5.5376020021010435,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,5.769551078621726,632.8060000000004,5.110200000000006,3.0,9.0,134.60000000000002,4.0,20.0
F,Dopamine D2 receptor,8.397940008672037,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,5.568636235841013,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.259637310505756,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,7.036212172654444,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,7.2839966563652006,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,7.045757490560675,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,5.42021640338319,632.8060000000004,5.110200000000006,3.0,9.0,134.60000000000002,4.0,20.0
F,Dopamine D2 receptor,6.275724130399211,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,8.508638306165727,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,5.552841968657781,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
F,Dopamine D2 receptor,7.180456064458132,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,5.823908740944319,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
F,Dopamine D2 receptor,7.552841968657781,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,5.721246399047171,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
F,Dopamine D2 receptor,5.136677139879544,632.8060000000004,5.110200000000006,3.0,9.0,134.60000000000002,4.0,20.0
F,Dopamine D2 receptor,8.537602002101044,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
B,Dopamine D2 receptor,7.080921907623926,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
B,Dopamine D2 receptor,6.853871964321762,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
B,Dopamine D2 receptor,7.795880017344075,414.59300000000013,5.687700000000006,1.0,2.0,32.34,3.0,10.0
B,Dopamine D2 receptor,6.42021640338319,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
B,Dopamine D2 receptor,6.318758762624412,551.7320000000004,4.626400000000005,1.0,8.0,90.74000000000001,3.0,18.0
B,Dopamine D2 receptor,6.853871964321762,632.8060000000004,5.110200000000006,3.0,9.0,134.60000000000002,4.0,20.0
B,Dopamine D2 receptor,7.522878745280337,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
B,Dopamine D2 receptor,8.853871964321762,591.7970000000004,5.583500000000006,2.0,8.0,101.74000000000001,4.0,18.0
F,Dopamine D2 receptor,5.330000131185909,375.46900000000005,1.8067999999999995,3.0,4.0,98.74000000000001,2.0,12.0
F,Dopamine D2 receptor,7.849857838151442,857.2819999999998,9.919400000000001,4.0,6.0,122.88,4.0,37.0
F,Dopamine D2 receptor,8.20999647960951,801.1740000000001,8.359000000000007,4.0,6.0,122.88,4.0,33.0
F,Dopamine D2 receptor,8.410050398674292,745.0659999999999,6.798600000000006,4.0,6.0,122.88,4.0,29.0
F,Dopamine D2 receptor,7.64994590642097,688.9580000000001,5.238200000000005,4.0,6.0,122.88,4.0,25.0
F,Dopamine D2 receptor,7.550059011226662,632.8500000000003,3.677800000000004,4.0,6.0,122.88,4.0,21.0
